participant,annee_naissance,genre,traitement,periode,revenu,declaration,declaration_pourcentage,taxe,fraude,audit_tirage,audit,penalite,gain
z01mv6em,1993.0,Homme,Sanction,4,56,1.0,1.79,0.4,55.0,24.0,1.0,27.5,28.1
z01mv6em,1993.0,Homme,Sanction,5,92,1.0,1.09,0.4,91.0,67.0,0.0,0.0,91.6
z01mv6em,1993.0,Homme,Sanction,6,85,1.0,1.18,0.4,84.0,79.0,0.0,0.0,84.6
z01mv6em,1993.0,Homme,Sanction,7,39,1.0,2.56,0.4,38.0,32.0,1.0,19.0,19.6
z01mv6em,1993.0,Homme,Sanction,8,57,57.0,100.0,22.8,0.0,6.0,1.0,0.0,34.2
z01mv6em,1993.0,Homme,Sanction,9,23,1.0,4.35,0.4,22.0,50.0,0.0,0.0,22.6
z01mv6em,1993.0,Homme,Sanction,10,99,1.0,1.01,0.4,98.0,53.0,0.0,0.0,98.6
z01mv6em,1993.0,Homme,Sanction,11,46,1.0,2.17,0.4,45.0,36.0,1.0,22.5,23.1
z01mv6em,1993.0,Homme,Sanction,12,95,1.0,1.05,0.4,94.0,100.0,0.0,0.0,94.6
z01mv6em,1993.0,Homme,Sanction,13,50,50.0,100.0,20.0,0.0,91.0,0.0,0.0,30.0
z01mv6em,1993.0,Homme,Sanction,14,77,1.0,1.3,0.4,76.0,37.0,1.0,38.0,38.6
z01mv6em,1993.0,Homme,Sanction,15,93,1.0,1.08,0.4,92.0,4.0,1.0,46.0,46.6
wd0xkes2,1997.0,Femme,Sanction,1,33,22.0,66.67,8.8,11.0,81.0,0.0,0.0,24.2
wd0xkes2,1997.0,Femme,Sanction,2,45,43.0,95.56,17.2,2.0,49.0,0.0,0.0,27.8
wd0xkes2,1997.0,Femme,Sanction,3,97,90.0,92.78,36.0,7.0,60.0,0.0,0.0,61.0
wd0xkes2,1997.0,Femme,Sanction,4,29,23.0,79.31,9.2,6.0,19.0,1.0,3.0,16.8
wd0xkes2,1997.0,Femme,Sanction,5,22,20.0,90.91,8.0,2.0,97.0,0.0,0.0,14.0
wd0xkes2,1997.0,Femme,Sanction,6,25,20.0,80.0,8.0,5.0,76.0,0.0,0.0,17.0
wd0xkes2,1997.0,Femme,Sanction,7,81,50.0,61.73,20.0,31.0,51.0,0.0,0.0,61.0
wd0xkes2,1997.0,Femme,Sanction,8,28,22.0,78.57,8.8,6.0,48.0,0.0,0.0,19.2
wd0xkes2,1997.0,Femme,Sanction,9,61,58.0,95.08,23.2,3.0,87.0,0.0,0.0,37.8
wd0xkes2,1997.0,Femme,Sanction,10,83,80.0,96.39,32.0,3.0,65.0,0.0,0.0,51.0
wd0xkes2,1997.0,Femme,Sanction,11,71,60.0,84.51,24.0,11.0,93.0,0.0,0.0,47.0
wd0xkes2,1997.0,Femme,Sanction,12,91,60.0,65.93,24.0,31.0,3.0,1.0,15.5,51.5
wd0xkes2,1997.0,Femme,Sanction,13,36,5.0,13.89,2.0,31.0,50.0,0.0,0.0,34.0
wd0xkes2,1997.0,Femme,Sanction,14,56,5.0,8.93,2.0,51.0,81.0,0.0,0.0,54.0
wd0xkes2,1997.0,Femme,Sanction,15,63,10.0,15.87,4.0,53.0,39.0,1.0,26.5,32.5
nhjllagi,2001.0,Femme,Sanction,1,77,50.0,64.94,20.0,27.0,64.0,0.0,0.0,57.0
nhjllagi,2001.0,Femme,Sanction,2,25,25.0,100.0,10.0,0.0,88.0,0.0,0.0,15.0
nhjllagi,2001.0,Femme,Sanction,3,57,0.0,0.0,0.0,57.0,63.0,0.0,0.0,57.0
nhjllagi,2001.0,Femme,Sanction,4,24,15.0,62.5,6.0,9.0,88.0,0.0,0.0,18.0
nhjllagi,2001.0,Femme,Sanction,5,79,0.0,0.0,0.0,79.0,60.0,0.0,0.0,79.0
nhjllagi,2001.0,Femme,Sanction,6,59,30.0,50.85,12.0,29.0,70.0,0.0,0.0,47.0
nhjllagi,2001.0,Femme,Sanction,7,70,30.0,42.86,12.0,40.0,34.0,1.0,20.0,38.0
nhjllagi,2001.0,Femme,Sanction,8,44,44.0,100.0,17.6,0.0,23.0,1.0,0.0,26.4
nhjllagi,2001.0,Femme,Sanction,9,22,20.0,90.91,8.0,2.0,83.0,0.0,0.0,14.0
nhjllagi,2001.0,Femme,Sanction,10,93,0.0,0.0,0.0,93.0,44.0,0.0,0.0,93.0
nhjllagi,2001.0,Femme,Sanction,11,69,55.0,79.71,22.0,14.0,45.0,0.0,0.0,47.0
nhjllagi,2001.0,Femme,Sanction,12,85,0.0,0.0,0.0,85.0,52.0,0.0,0.0,85.0
nhjllagi,2001.0,Femme,Sanction,13,37,37.0,100.0,14.8,0.0,29.0,1.0,0.0,22.2
nhjllagi,2001.0,Femme,Sanction,14,25,25.0,100.0,10.0,0.0,82.0,0.0,0.0,15.0
nhjllagi,2001.0,Femme,Sanction,15,95,20.0,21.05,8.0,75.0,36.0,1.0,37.5,49.5
lak5yvdg,1996.0,Femme,Sanction,1,29,29.0,100.0,11.6,0.0,19.0,1.0,0.0,17.4
lak5yvdg,1996.0,Femme,Sanction,2,38,38.0,100.0,15.2,0.0,79.0,0.0,0.0,22.8
lak5yvdg,1996.0,Femme,Sanction,3,82,10.0,12.2,4.0,72.0,75.0,0.0,0.0,78.0
lak5yvdg,1996.0,Femme,Sanction,4,59,59.0,100.0,23.6,0.0,74.0,0.0,0.0,35.4
lak5yvdg,1996.0,Femme,Sanction,5,74,74.0,100.0,29.6,0.0,18.0,1.0,0.0,44.4
lak5yvdg,1996.0,Femme,Sanction,6,63,63.0,100.0,25.2,0.0,34.0,1.0,0.0,37.8
lak5yvdg,1996.0,Femme,Sanction,7,55,55.0,100.0,22.0,0.0,51.0,0.0,0.0,33.0
lak5yvdg,1996.0,Femme,Sanction,8,42,10.0,23.81,4.0,32.0,59.0,0.0,0.0,38.0
lak5yvdg,1996.0,Femme,Sanction,9,83,82.0,98.8,32.8,1.0,14.0,1.0,0.5,49.7
lak5yvdg,1996.0,Femme,Sanction,10,60,60.0,100.0,24.0,0.0,4.0,1.0,0.0,36.0
lak5yvdg,1996.0,Femme,Sanction,11,27,27.0,100.0,10.8,0.0,68.0,0.0,0.0,16.2
lak5yvdg,1996.0,Femme,Sanction,12,98,90.0,91.84,36.0,8.0,64.0,0.0,0.0,62.0
lak5yvdg,1996.0,Femme,Sanction,13,86,86.0,100.0,34.4,0.0,31.0,1.0,0.0,51.6
lak5yvdg,1996.0,Femme,Sanction,14,39,0.0,0.0,0.0,39.0,78.0,0.0,0.0,39.0
lak5yvdg,1996.0,Femme,Sanction,15,77,75.0,97.4,30.0,2.0,32.0,1.0,1.0,46.0
x62x5qwg,1991.0,Homme,Detection,1,55,0.0,0.0,0.0,55.0,39.0,0.0,0.0,55.0
x62x5qwg,1991.0,Homme,Detection,2,87,0.0,0.0,0.0,87.0,17.0,0.0,0.0,87.0
x62x5qwg,1991.0,Homme,Detection,3,33,0.0,0.0,0.0,33.0,95.0,0.0,0.0,33.0
x62x5qwg,1991.0,Homme,Detection,4,22,0.0,0.0,0.0,22.0,52.0,0.0,0.0,22.0
x62x5qwg,1991.0,Homme,Detection,5,82,0.0,0.0,0.0,82.0,37.0,0.0,0.0,82.0
x62x5qwg,1991.0,Homme,Detection,6,41,0.0,0.0,0.0,41.0,71.0,0.0,0.0,41.0
x62x5qwg,1991.0,Homme,Detection,7,34,0.0,0.0,0.0,34.0,21.0,0.0,0.0,34.0
x62x5qwg,1991.0,Homme,Detection,8,45,0.0,0.0,0.0,45.0,94.0,0.0,0.0,45.0
x62x5qwg,1991.0,Homme,Detection,9,90,0.0,0.0,0.0,90.0,33.0,0.0,0.0,90.0
x62x5qwg,1991.0,Homme,Detection,10,43,0.0,0.0,0.0,43.0,55.0,0.0,0.0,43.0
x62x5qwg,1991.0,Homme,Detection,11,45,0.0,0.0,0.0,45.0,61.0,0.0,0.0,45.0
x62x5qwg,1991.0,Homme,Detection,12,66,0.0,0.0,0.0,66.0,53.0,0.0,0.0,66.0
x62x5qwg,1991.0,Homme,Detection,13,43,0.0,0.0,0.0,43.0,9.0,1.0,34.4,8.6
x62x5qwg,1991.0,Homme,Detection,14,76,0.0,0.0,0.0,76.0,56.0,0.0,0.0,76.0
x62x5qwg,1991.0,Homme,Detection,15,20,0.0,0.0,0.0,20.0,16.0,0.0,0.0,20.0
t17075tn,1996.0,Homme,Detection,1,62,32.0,51.61,12.8,30.0,59.0,0.0,0.0,49.2
t17075tn,1996.0,Homme,Detection,2,34,10.0,29.41,4.0,24.0,12.0,0.0,0.0,30.0
t17075tn,1996.0,Homme,Detection,3,58,15.0,25.86,6.0,43.0,8.0,1.0,34.4,17.6
t17075tn,1996.0,Homme,Detection,4,32,10.0,31.25,4.0,22.0,9.0,1.0,17.6,10.4
t17075tn,1996.0,Homme,Detection,5,55,25.0,45.45,10.0,30.0,65.0,0.0,0.0,45.0
t17075tn,1996.0,Homme,Detection,6,70,35.0,50.0,14.0,35.0,28.0,0.0,0.0,56.0
t17075tn,1996.0,Homme,Detection,7,70,70.0,100.0,28.0,0.0,9.0,1.0,0.0,42.0
t17075tn,1996.0,Homme,Detection,8,66,33.0,50.0,13.2,33.0,70.0,0.0,0.0,52.8
t17075tn,1996.0,Homme,Detection,9,37,37.0,100.0,14.8,0.0,10.0,1.0,0.0,22.2
t17075tn,1996.0,Homme,Detection,10,47,22.0,46.81,8.8,25.0,35.0,0.0,0.0,38.2
t17075tn,1996.0,Homme,Detection,11,30,30.0,100.0,12.0,0.0,6.0,1.0,0.0,18.0
t17075tn,1996.0,Homme,Detection,12,58,58.0,100.0,23.2,0.0,57.0,0.0,0.0,34.8
t17075tn,1996.0,Homme,Detection,13,84,24.0,28.57,9.6,60.0,7.0,1.0,48.0,26.4
t17075tn,1996.0,Homme,Detection,14,85,85.0,100.0,34.0,0.0,2.0,1.0,0.0,51.0
t17075tn,1996.0,Homme,Detection,15,26,26.0,100.0,10.4,0.0,98.0,0.0,0.0,15.6
j31zhf03,1995.0,Homme,Detection,1,24,24.0,100.0,9.6,0.0,9.0,1.0,0.0,14.4
j31zhf03,1995.0,Homme,Detection,2,38,38.0,100.0,15.2,0.0,68.0,0.0,0.0,22.8
j31zhf03,1995.0,Homme,Detection,3,79,79.0,100.0,31.6,0.0,79.0,0.0,0.0,47.4
j31zhf03,1995.0,Homme,Detection,4,72,72.0,100.0,28.8,0.0,84.0,0.0,0.0,43.2
j31zhf03,1995.0,Homme,Detection,5,27,27.0,100.0,10.8,0.0,84.0,0.0,0.0,16.2
j31zhf03,1995.0,Homme,Detection,6,78,75.0,96.15,30.0,3.0,87.0,0.0,0.0,48.0
j31zhf03,1995.0,Homme,Detection,7,34,34.0,100.0,13.6,0.0,54.0,0.0,0.0,20.4
j31zhf03,1995.0,Homme,Detection,8,41,41.0,100.0,16.4,0.0,98.0,0.0,0.0,24.6
j31zhf03,1995.0,Homme,Detection,9,58,58.0,100.0,23.2,0.0,4.0,1.0,0.0,34.8
j31zhf03,1995.0,Homme,Detection,10,23,23.0,100.0,9.2,0.0,59.0,0.0,0.0,13.8
j31zhf03,1995.0,Homme,Detection,11,92,75.0,81.52,30.0,17.0,44.0,0.0,0.0,62.0
j31zhf03,1995.0,Homme,Detection,12,89,80.0,89.89,32.0,9.0,31.0,0.0,0.0,57.0
j31zhf03,1995.0,Homme,Detection,13,79,79.0,100.0,31.6,0.0,37.0,0.0,0.0,47.4
j31zhf03,1995.0,Homme,Detection,14,62,62.0,100.0,24.8,0.0,6.0,1.0,0.0,37.2
j31zhf03,1995.0,Homme,Detection,15,77,77.0,100.0,30.8,0.0,32.0,0.0,0.0,46.2
ulxrguod,1997.0,Homme,Detection,1,55,0.0,0.0,0.0,55.0,14.0,0.0,0.0,55.0
ulxrguod,1997.0,Homme,Detection,2,51,0.0,0.0,0.0,51.0,17.0,0.0,0.0,51.0
ulxrguod,1997.0,Homme,Detection,3,99,0.0,0.0,0.0,99.0,20.0,0.0,0.0,99.0
ulxrguod,1997.0,Homme,Detection,4,65,0.0,0.0,0.0,65.0,14.0,0.0,0.0,65.0
ulxrguod,1997.0,Homme,Detection,5,93,0.0,0.0,0.0,93.0,60.0,0.0,0.0,93.0
ulxrguod,1997.0,Homme,Detection,6,24,24.0,100.0,9.6,0.0,41.0,0.0,0.0,14.4
ulxrguod,1997.0,Homme,Detection,7,30,0.0,0.0,0.0,30.0,32.0,0.0,0.0,30.0
ulxrguod,1997.0,Homme,Detection,8,30,0.0,0.0,0.0,30.0,65.0,0.0,0.0,30.0
ulxrguod,1997.0,Homme,Detection,9,33,0.0,0.0,0.0,33.0,66.0,0.0,0.0,33.0
ulxrguod,1997.0,Homme,Detection,10,31,0.0,0.0,0.0,31.0,51.0,0.0,0.0,31.0
ulxrguod,1997.0,Homme,Detection,11,69,0.0,0.0,0.0,69.0,42.0,0.0,0.0,69.0
ulxrguod,1997.0,Homme,Detection,12,95,0.0,0.0,0.0,95.0,24.0,0.0,0.0,95.0
ulxrguod,1997.0,Homme,Detection,13,97,0.0,0.0,0.0,97.0,37.0,0.0,0.0,97.0
ulxrguod,1997.0,Homme,Detection,14,77,0.0,0.0,0.0,77.0,61.0,0.0,0.0,77.0
ulxrguod,1997.0,Homme,Detection,15,55,0.0,0.0,0.0,55.0,3.0,1.0,44.0,11.0
egmg13qx,1999.0,Femme,Detection,1,84,60.0,71.43,24.0,24.0,31.0,0.0,0.0,60.0
egmg13qx,1999.0,Femme,Detection,2,62,62.0,100.0,24.8,0.0,41.0,0.0,0.0,37.2
egmg13qx,1999.0,Femme,Detection,3,33,20.0,60.61,8.0,13.0,76.0,0.0,0.0,25.0
egmg13qx,1999.0,Femme,Detection,4,35,20.0,57.14,8.0,15.0,95.0,0.0,0.0,27.0
egmg13qx,1999.0,Femme,Detection,5,36,36.0,100.0,14.4,0.0,56.0,0.0,0.0,21.6
egmg13qx,1999.0,Femme,Detection,6,36,36.0,100.0,14.4,0.0,69.0,0.0,0.0,21.6
egmg13qx,1999.0,Femme,Detection,7,46,20.0,43.48,8.0,26.0,16.0,0.0,0.0,38.0
egmg13qx,1999.0,Femme,Detection,8,24,24.0,100.0,9.6,0.0,94.0,0.0,0.0,14.4
egmg13qx,1999.0,Femme,Detection,9,37,20.0,54.05,8.0,17.0,19.0,0.0,0.0,29.0
egmg13qx,1999.0,Femme,Detection,10,36,20.0,55.56,8.0,16.0,93.0,0.0,0.0,28.0
egmg13qx,1999.0,Femme,Detection,11,97,20.0,20.62,8.0,77.0,5.0,1.0,61.6,27.4
egmg13qx,1999.0,Femme,Detection,12,91,20.0,21.98,8.0,71.0,15.0,0.0,0.0,83.0
egmg13qx,1999.0,Femme,Detection,13,94,20.0,21.28,8.0,74.0,95.0,0.0,0.0,86.0
egmg13qx,1999.0,Femme,Detection,14,28,20.0,71.43,8.0,8.0,62.0,0.0,0.0,20.0
egmg13qx,1999.0,Femme,Detection,15,88,20.0,22.73,8.0,68.0,36.0,0.0,0.0,80.0
ucnexixy,1998.0,Homme,Detection,1,68,58.0,85.29,23.2,10.0,55.0,0.0,0.0,44.8
ucnexixy,1998.0,Homme,Detection,2,97,72.0,74.23,28.8,25.0,25.0,0.0,0.0,68.2
ucnexixy,1998.0,Homme,Detection,3,45,45.0,100.0,18.0,0.0,85.0,0.0,0.0,27.0
ucnexixy,1998.0,Homme,Detection,4,40,12.0,30.0,4.8,28.0,69.0,0.0,0.0,35.2
ucnexixy,1998.0,Homme,Detection,5,92,55.0,59.78,22.0,37.0,47.0,0.0,0.0,70.0
ucnexixy,1998.0,Homme,Detection,6,91,69.0,75.82,27.6,22.0,29.0,0.0,0.0,63.4
ucnexixy,1998.0,Homme,Detection,7,66,12.0,18.18,4.8,54.0,9.0,1.0,43.2,18.0
ucnexixy,1998.0,Homme,Detection,8,39,12.0,30.77,4.8,27.0,1.0,1.0,21.6,12.6
ucnexixy,1998.0,Homme,Detection,9,36,21.0,58.33,8.4,15.0,30.0,0.0,0.0,27.6
ucnexixy,1998.0,Homme,Detection,10,29,2.0,6.9,0.8,27.0,23.0,0.0,0.0,28.2
ucnexixy,1998.0,Homme,Detection,11,24,18.0,75.0,7.2,6.0,19.0,0.0,0.0,16.8
ucnexixy,1998.0,Homme,Detection,12,91,1.0,1.1,0.4,90.0,2.0,1.0,72.0,18.6
ucnexixy,1998.0,Homme,Detection,13,67,1.0,1.49,0.4,66.0,15.0,0.0,0.0,66.6
ucnexixy,1998.0,Homme,Detection,14,71,2.0,2.82,0.8,69.0,75.0,0.0,0.0,70.2
ucnexixy,1998.0,Homme,Detection,15,34,7.0,20.59,2.8,27.0,97.0,0.0,0.0,31.2
88czqs8q,2001.0,Femme,Detection,1,33,10.0,30.3,4.0,23.0,19.0,0.0,0.0,29.0
88czqs8q,2001.0,Femme,Detection,2,42,2.0,4.76,0.8,40.0,74.0,0.0,0.0,41.2
88czqs8q,2001.0,Femme,Detection,3,21,1.0,4.76,0.4,20.0,54.0,0.0,0.0,20.6
88czqs8q,2001.0,Femme,Detection,4,95,1.0,1.05,0.4,94.0,71.0,0.0,0.0,94.6
88czqs8q,2001.0,Femme,Detection,5,87,1.0,1.15,0.4,86.0,94.0,0.0,0.0,86.6
88czqs8q,2001.0,Femme,Detection,6,24,24.0,100.0,9.6,0.0,1.0,1.0,0.0,14.4
88czqs8q,2001.0,Femme,Detection,7,100,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0
88czqs8q,2001.0,Femme,Detection,8,82,0.0,0.0,0.0,82.0,95.0,0.0,0.0,82.0
88czqs8q,2001.0,Femme,Detection,9,23,1.0,4.35,0.4,22.0,23.0,0.0,0.0,22.6
88czqs8q,2001.0,Femme,Detection,10,46,0.0,0.0,0.0,46.0,90.0,0.0,0.0,46.0
88czqs8q,2001.0,Femme,Detection,11,62,0.0,0.0,0.0,62.0,91.0,0.0,0.0,62.0
88czqs8q,2001.0,Femme,Detection,12,27,27.0,100.0,10.8,0.0,50.0,0.0,0.0,16.2
88czqs8q,2001.0,Femme,Detection,13,94,0.0,0.0,0.0,94.0,83.0,0.0,0.0,94.0
88czqs8q,2001.0,Femme,Detection,14,41,41.0,100.0,16.4,0.0,95.0,0.0,0.0,24.6
88czqs8q,2001.0,Femme,Detection,15,96,96.0,100.0,38.4,0.0,65.0,0.0,0.0,57.6
4j2rq7jb,1998.0,Femme,Detection,1,98,60.0,61.22,24.0,38.0,35.0,0.0,0.0,74.0
4j2rq7jb,1998.0,Femme,Detection,2,29,15.0,51.72,6.0,14.0,41.0,0.0,0.0,23.0
4j2rq7jb,1998.0,Femme,Detection,3,73,30.0,41.1,12.0,43.0,92.0,0.0,0.0,61.0
4j2rq7jb,1998.0,Femme,Detection,4,22,16.0,72.73,6.4,6.0,46.0,0.0,0.0,15.6
4j2rq7jb,1998.0,Femme,Detection,5,89,15.0,16.85,6.0,74.0,1.0,1.0,59.2,23.8
4j2rq7jb,1998.0,Femme,Detection,6,27,20.0,74.07,8.0,7.0,62.0,0.0,0.0,19.0
4j2rq7jb,1998.0,Femme,Detection,7,24,10.0,41.67,4.0,14.0,78.0,0.0,0.0,20.0
4j2rq7jb,1998.0,Femme,Detection,8,60,20.0,33.33,8.0,40.0,92.0,0.0,0.0,52.0
4j2rq7jb,1998.0,Femme,Detection,9,32,10.0,31.25,4.0,22.0,72.0,0.0,0.0,28.0
4j2rq7jb,1998.0,Femme,Detection,10,94,27.0,28.72,10.8,67.0,65.0,0.0,0.0,83.2
4j2rq7jb,1998.0,Femme,Detection,11,67,15.0,22.39,6.0,52.0,21.0,0.0,0.0,61.0
4j2rq7jb,1998.0,Femme,Detection,12,92,21.0,22.83,8.4,71.0,74.0,0.0,0.0,83.6
4j2rq7jb,1998.0,Femme,Detection,13,49,24.0,48.98,9.6,25.0,29.0,0.0,0.0,39.4
4j2rq7jb,1998.0,Femme,Detection,14,54,18.0,33.33,7.2,36.0,47.0,0.0,0.0,46.8
4j2rq7jb,1998.0,Femme,Detection,15,82,19.0,23.17,7.6,63.0,64.0,0.0,0.0,74.4
u8sszi0v,1998.0,Femme,Detection,1,60,40.0,66.67,16.0,20.0,3.0,1.0,16.0,28.0
u8sszi0v,1998.0,Femme,Detection,2,40,30.0,75.0,12.0,10.0,50.0,0.0,0.0,28.0
u8sszi0v,1998.0,Femme,Detection,3,52,2.0,3.85,0.8,50.0,3.0,1.0,40.0,11.2
u8sszi0v,1998.0,Femme,Detection,4,78,78.0,100.0,31.2,0.0,72.0,0.0,0.0,46.8
u8sszi0v,1998.0,Femme,Detection,5,31,31.0,100.0,12.4,0.0,9.0,1.0,0.0,18.6
u8sszi0v,1998.0,Femme,Detection,6,73,0.0,0.0,0.0,73.0,55.0,0.0,0.0,73.0
u8sszi0v,1998.0,Femme,Detection,7,36,26.0,72.22,10.4,10.0,40.0,0.0,0.0,25.6
u8sszi0v,1998.0,Femme,Detection,8,66,20.0,30.3,8.0,46.0,82.0,0.0,0.0,58.0
u8sszi0v,1998.0,Femme,Detection,9,66,66.0,100.0,26.4,0.0,60.0,0.0,0.0,39.6
u8sszi0v,1998.0,Femme,Detection,10,89,0.0,0.0,0.0,89.0,76.0,0.0,0.0,89.0
u8sszi0v,1998.0,Femme,Detection,11,78,60.0,76.92,24.0,18.0,53.0,0.0,0.0,54.0
u8sszi0v,1998.0,Femme,Detection,12,64,40.0,62.5,16.0,24.0,22.0,0.0,0.0,48.0
u8sszi0v,1998.0,Femme,Detection,13,26,24.0,92.31,9.6,2.0,58.0,0.0,0.0,16.4
u8sszi0v,1998.0,Femme,Detection,14,96,0.0,0.0,0.0,96.0,100.0,0.0,0.0,96.0
u8sszi0v,1998.0,Femme,Detection,15,76,60.0,78.95,24.0,16.0,72.0,0.0,0.0,52.0
c43pwcs3,1991.0,Homme,Detection,1,60,0.0,0.0,0.0,60.0,74.0,0.0,0.0,60.0
c43pwcs3,1991.0,Homme,Detection,2,99,60.0,60.61,24.0,39.0,79.0,0.0,0.0,75.0
c43pwcs3,1991.0,Homme,Detection,3,99,99.0,100.0,39.6,0.0,53.0,0.0,0.0,59.4
c43pwcs3,1991.0,Homme,Detection,4,63,0.0,0.0,0.0,63.0,98.0,0.0,0.0,63.0
c43pwcs3,1991.0,Homme,Detection,5,41,0.0,0.0,0.0,41.0,26.0,0.0,0.0,41.0
c43pwcs3,1991.0,Homme,Detection,6,57,40.0,70.18,16.0,17.0,83.0,0.0,0.0,41.0
c43pwcs3,1991.0,Homme,Detection,7,29,0.0,0.0,0.0,29.0,57.0,0.0,0.0,29.0
c43pwcs3,1991.0,Homme,Detection,8,67,20.0,29.85,8.0,47.0,83.0,0.0,0.0,59.0
c43pwcs3,1991.0,Homme,Detection,9,86,0.0,0.0,0.0,86.0,64.0,0.0,0.0,86.0
c43pwcs3,1991.0,Homme,Detection,10,93,40.0,43.01,16.0,53.0,65.0,0.0,0.0,77.0
c43pwcs3,1991.0,Homme,Detection,11,57,10.0,17.54,4.0,47.0,51.0,0.0,0.0,53.0
c43pwcs3,1991.0,Homme,Detection,12,51,0.0,0.0,0.0,51.0,21.0,0.0,0.0,51.0
c43pwcs3,1991.0,Homme,Detection,13,68,0.0,0.0,0.0,68.0,33.0,0.0,0.0,68.0
c43pwcs3,1991.0,Homme,Detection,14,53,0.0,0.0,0.0,53.0,54.0,0.0,0.0,53.0
c43pwcs3,1991.0,Homme,Detection,15,79,0.0,0.0,0.0,79.0,38.0,0.0,0.0,79.0
5zh8qpbs,2001.0,Homme,Detection,1,51,30.0,58.82,12.0,21.0,83.0,0.0,0.0,39.0
5zh8qpbs,2001.0,Homme,Detection,2,31,10.0,32.26,4.0,21.0,30.0,0.0,0.0,27.0
5zh8qpbs,2001.0,Homme,Detection,3,49,49.0,100.0,19.6,0.0,99.0,0.0,0.0,29.4
5zh8qpbs,2001.0,Homme,Detection,4,94,50.0,53.19,20.0,44.0,88.0,0.0,0.0,74.0
5zh8qpbs,2001.0,Homme,Detection,5,73,50.0,68.49,20.0,23.0,87.0,0.0,0.0,53.0
5zh8qpbs,2001.0,Homme,Detection,6,76,76.0,100.0,30.4,0.0,21.0,0.0,0.0,45.6
5zh8qpbs,2001.0,Homme,Detection,7,98,50.0,51.02,20.0,48.0,46.0,0.0,0.0,78.0
5zh8qpbs,2001.0,Homme,Detection,8,38,38.0,100.0,15.2,0.0,15.0,0.0,0.0,22.8
5zh8qpbs,2001.0,Homme,Detection,9,64,55.0,85.94,22.0,9.0,3.0,1.0,7.2,34.8
5zh8qpbs,2001.0,Homme,Detection,10,62,55.0,88.71,22.0,7.0,71.0,0.0,0.0,40.0
5zh8qpbs,2001.0,Homme,Detection,11,32,32.0,100.0,12.8,0.0,73.0,0.0,0.0,19.2
5zh8qpbs,2001.0,Homme,Detection,12,86,15.0,17.44,6.0,71.0,53.0,0.0,0.0,80.0
5zh8qpbs,2001.0,Homme,Detection,13,57,57.0,100.0,22.8,0.0,56.0,0.0,0.0,34.2
5zh8qpbs,2001.0,Homme,Detection,14,91,2.0,2.2,0.8,89.0,27.0,0.0,0.0,90.2
5zh8qpbs,2001.0,Homme,Detection,15,61,1.0,1.64,0.4,60.0,77.0,0.0,0.0,60.6
ekpa4qbi,1991.0,Homme,Detection,1,55,55.0,100.0,22.0,0.0,24.0,0.0,0.0,33.0
ekpa4qbi,1991.0,Homme,Detection,2,63,63.0,100.0,25.2,0.0,16.0,0.0,0.0,37.8
ekpa4qbi,1991.0,Homme,Detection,3,33,33.0,100.0,13.2,0.0,55.0,0.0,0.0,19.8
ekpa4qbi,1991.0,Homme,Detection,4,55,50.0,90.91,20.0,5.0,51.0,0.0,0.0,35.0
ekpa4qbi,1991.0,Homme,Detection,5,50,10.0,20.0,4.0,40.0,68.0,0.0,0.0,46.0
ekpa4qbi,1991.0,Homme,Detection,6,25,25.0,100.0,10.0,0.0,69.0,0.0,0.0,15.0
ekpa4qbi,1991.0,Homme,Detection,7,47,7.0,14.89,2.8,40.0,45.0,0.0,0.0,44.2
ekpa4qbi,1991.0,Homme,Detection,8,29,29.0,100.0,11.6,0.0,59.0,0.0,0.0,17.4
ekpa4qbi,1991.0,Homme,Detection,9,76,76.0,100.0,30.4,0.0,31.0,0.0,0.0,45.6
ekpa4qbi,1991.0,Homme,Detection,10,95,5.0,5.26,2.0,90.0,42.0,0.0,0.0,93.0
ekpa4qbi,1991.0,Homme,Detection,11,49,49.0,100.0,19.6,0.0,95.0,0.0,0.0,29.4
ekpa4qbi,1991.0,Homme,Detection,12,44,0.0,0.0,0.0,44.0,40.0,0.0,0.0,44.0
ekpa4qbi,1991.0,Homme,Detection,13,46,46.0,100.0,18.4,0.0,38.0,0.0,0.0,27.6
ekpa4qbi,1991.0,Homme,Detection,14,54,0.0,0.0,0.0,54.0,86.0,0.0,0.0,54.0
ekpa4qbi,1991.0,Homme,Detection,15,30,30.0,100.0,12.0,0.0,20.0,0.0,0.0,18.0
oncuzln7,1999.0,Homme,Detection,1,97,0.0,0.0,0.0,97.0,97.0,0.0,0.0,97.0
oncuzln7,1999.0,Homme,Detection,2,59,10.0,16.95,4.0,49.0,96.0,0.0,0.0,55.0
oncuzln7,1999.0,Homme,Detection,3,77,77.0,100.0,30.8,0.0,12.0,0.0,0.0,46.2
oncuzln7,1999.0,Homme,Detection,4,22,0.0,0.0,0.0,22.0,79.0,0.0,0.0,22.0
oncuzln7,1999.0,Homme,Detection,5,24,0.0,0.0,0.0,24.0,13.0,0.0,0.0,24.0
oncuzln7,1999.0,Homme,Detection,6,60,0.0,0.0,0.0,60.0,13.0,0.0,0.0,60.0
oncuzln7,1999.0,Homme,Detection,7,44,44.0,100.0,17.6,0.0,86.0,0.0,0.0,26.4
oncuzln7,1999.0,Homme,Detection,8,96,0.0,0.0,0.0,96.0,73.0,0.0,0.0,96.0
