participant,annee_naissance,genre,traitement,periode,revenu,declaration,declaration_pourcentage,taxe,fraude,audit_tirage,audit,penalite,gain
tx5ayfrx,1998.0,Femme,Sanction,3,76,76.0,100.0,30.4,0.0,83.0,0.0,0.0,45.6
tx5ayfrx,1998.0,Femme,Sanction,4,84,84.0,100.0,33.6,0.0,16.0,1.0,0.0,50.4
tx5ayfrx,1998.0,Femme,Sanction,5,49,40.0,81.63,16.0,9.0,32.0,1.0,4.5,28.5
tx5ayfrx,1998.0,Femme,Sanction,6,34,34.0,100.0,13.6,0.0,8.0,1.0,0.0,20.4
tx5ayfrx,1998.0,Femme,Sanction,7,32,32.0,100.0,12.8,0.0,66.0,0.0,0.0,19.2
tx5ayfrx,1998.0,Femme,Sanction,8,68,68.0,100.0,27.2,0.0,96.0,0.0,0.0,40.8
tx5ayfrx,1998.0,Femme,Sanction,9,83,83.0,100.0,33.2,0.0,65.0,0.0,0.0,49.8
tx5ayfrx,1998.0,Femme,Sanction,10,79,79.0,100.0,31.6,0.0,25.0,1.0,0.0,47.4
tx5ayfrx,1998.0,Femme,Sanction,11,60,60.0,100.0,24.0,0.0,63.0,0.0,0.0,36.0
tx5ayfrx,1998.0,Femme,Sanction,12,56,56.0,100.0,22.4,0.0,8.0,1.0,0.0,33.6
tx5ayfrx,1998.0,Femme,Sanction,13,23,23.0,100.0,9.2,0.0,98.0,0.0,0.0,13.8
tx5ayfrx,1998.0,Femme,Sanction,14,22,22.0,100.0,8.8,0.0,25.0,1.0,0.0,13.2
tx5ayfrx,1998.0,Femme,Sanction,15,42,42.0,100.0,16.8,0.0,96.0,0.0,0.0,25.2
x7y82qpa,1996.0,Homme,Sanction,1,42,16.0,38.1,6.4,26.0,48.0,0.0,0.0,35.6
x7y82qpa,1996.0,Homme,Sanction,2,47,18.0,38.3,7.2,29.0,41.0,0.0,0.0,39.8
x7y82qpa,1996.0,Homme,Sanction,3,35,4.0,11.43,1.6,31.0,94.0,0.0,0.0,33.4
x7y82qpa,1996.0,Homme,Sanction,4,47,18.0,38.3,7.2,29.0,66.0,0.0,0.0,39.8
x7y82qpa,1996.0,Homme,Sanction,5,83,0.0,0.0,0.0,83.0,88.0,0.0,0.0,83.0
x7y82qpa,1996.0,Homme,Sanction,6,87,20.0,22.99,8.0,67.0,63.0,0.0,0.0,79.0
x7y82qpa,1996.0,Homme,Sanction,7,78,11.0,14.1,4.4,67.0,17.0,1.0,33.5,40.1
x7y82qpa,1996.0,Homme,Sanction,8,61,24.0,39.34,9.6,37.0,64.0,0.0,0.0,51.4
x7y82qpa,1996.0,Homme,Sanction,9,69,20.0,28.99,8.0,49.0,7.0,1.0,24.5,36.5
x7y82qpa,1996.0,Homme,Sanction,10,83,33.0,39.76,13.2,50.0,33.0,1.0,25.0,44.8
x7y82qpa,1996.0,Homme,Sanction,11,93,0.0,0.0,0.0,93.0,71.0,0.0,0.0,93.0
x7y82qpa,1996.0,Homme,Sanction,12,64,26.0,40.62,10.4,38.0,27.0,1.0,19.0,34.6
x7y82qpa,1996.0,Homme,Sanction,13,61,0.0,0.0,0.0,61.0,24.0,1.0,30.5,30.5
x7y82qpa,1996.0,Homme,Sanction,14,24,24.0,100.0,9.6,0.0,88.0,0.0,0.0,14.4
x7y82qpa,1996.0,Homme,Sanction,15,69,0.0,0.0,0.0,69.0,37.0,1.0,34.5,34.5
mtlmioqo,1997.0,Homme,Sanction,1,92,0.0,0.0,0.0,92.0,71.0,0.0,0.0,92.0
mtlmioqo,1997.0,Homme,Sanction,2,30,30.0,100.0,12.0,0.0,53.0,0.0,0.0,18.0
mtlmioqo,1997.0,Homme,Sanction,3,75,0.0,0.0,0.0,75.0,30.0,1.0,37.5,37.5
mtlmioqo,1997.0,Homme,Sanction,4,92,0.0,0.0,0.0,92.0,85.0,0.0,0.0,92.0
mtlmioqo,1997.0,Homme,Sanction,5,24,24.0,100.0,9.6,0.0,89.0,0.0,0.0,14.4
mtlmioqo,1997.0,Homme,Sanction,6,79,0.0,0.0,0.0,79.0,66.0,0.0,0.0,79.0
mtlmioqo,1997.0,Homme,Sanction,7,91,91.0,100.0,36.4,0.0,7.0,1.0,0.0,54.6
mtlmioqo,1997.0,Homme,Sanction,8,66,0.0,0.0,0.0,66.0,35.0,1.0,33.0,33.0
mtlmioqo,1997.0,Homme,Sanction,9,69,0.0,0.0,0.0,69.0,84.0,0.0,0.0,69.0
mtlmioqo,1997.0,Homme,Sanction,10,56,0.0,0.0,0.0,56.0,91.0,0.0,0.0,56.0
mtlmioqo,1997.0,Homme,Sanction,11,47,47.0,100.0,18.8,0.0,90.0,0.0,0.0,28.2
mtlmioqo,1997.0,Homme,Sanction,12,94,0.0,0.0,0.0,94.0,12.0,1.0,47.0,47.0
mtlmioqo,1997.0,Homme,Sanction,13,88,0.0,0.0,0.0,88.0,45.0,0.0,0.0,88.0
mtlmioqo,1997.0,Homme,Sanction,14,48,0.0,0.0,0.0,48.0,92.0,0.0,0.0,48.0
mtlmioqo,1997.0,Homme,Sanction,15,80,0.0,0.0,0.0,80.0,95.0,0.0,0.0,80.0
sobxleu2,1998.0,Homme,Sanction,1,78,0.0,0.0,0.0,78.0,71.0,0.0,0.0,78.0
sobxleu2,1998.0,Homme,Sanction,2,34,0.0,0.0,0.0,34.0,17.0,1.0,17.0,17.0
sobxleu2,1998.0,Homme,Sanction,3,93,75.0,80.65,30.0,18.0,99.0,0.0,0.0,63.0
sobxleu2,1998.0,Homme,Sanction,4,37,0.0,0.0,0.0,37.0,51.0,0.0,0.0,37.0
sobxleu2,1998.0,Homme,Sanction,5,43,43.0,100.0,17.2,0.0,85.0,0.0,0.0,25.8
sobxleu2,1998.0,Homme,Sanction,6,33,0.0,0.0,0.0,33.0,49.0,0.0,0.0,33.0
sobxleu2,1998.0,Homme,Sanction,7,49,24.0,48.98,9.6,25.0,50.0,0.0,0.0,39.4
sobxleu2,1998.0,Homme,Sanction,8,35,0.0,0.0,0.0,35.0,11.0,1.0,17.5,17.5
sobxleu2,1998.0,Homme,Sanction,9,61,0.0,0.0,0.0,61.0,5.0,1.0,30.5,30.5
sobxleu2,1998.0,Homme,Sanction,10,21,0.0,0.0,0.0,21.0,22.0,1.0,10.5,10.5
sobxleu2,1998.0,Homme,Sanction,11,37,17.0,45.95,6.8,20.0,6.0,1.0,10.0,20.2
sobxleu2,1998.0,Homme,Sanction,12,100,0.0,0.0,0.0,100.0,12.0,1.0,50.0,50.0
sobxleu2,1998.0,Homme,Sanction,13,82,0.0,0.0,0.0,82.0,33.0,1.0,41.0,41.0
sobxleu2,1998.0,Homme,Sanction,14,86,0.0,0.0,0.0,86.0,100.0,0.0,0.0,86.0
sobxleu2,1998.0,Homme,Sanction,15,93,0.0,0.0,0.0,93.0,75.0,0.0,0.0,93.0
1136ao0s,1998.0,Homme,Sanction,1,22,20.0,90.91,8.0,2.0,75.0,0.0,0.0,14.0
1136ao0s,1998.0,Homme,Sanction,2,40,35.0,87.5,14.0,5.0,66.0,0.0,0.0,26.0
1136ao0s,1998.0,Homme,Sanction,3,21,20.0,95.24,8.0,1.0,98.0,0.0,0.0,13.0
1136ao0s,1998.0,Homme,Sanction,4,77,70.0,90.91,28.0,7.0,5.0,1.0,3.5,45.5
1136ao0s,1998.0,Homme,Sanction,5,50,20.0,40.0,8.0,30.0,51.0,0.0,0.0,42.0
1136ao0s,1998.0,Homme,Sanction,6,50,20.0,40.0,8.0,30.0,30.0,1.0,15.0,27.0
1136ao0s,1998.0,Homme,Sanction,7,57,40.0,70.18,16.0,17.0,30.0,1.0,8.5,32.5
1136ao0s,1998.0,Homme,Sanction,8,28,20.0,71.43,8.0,8.0,74.0,0.0,0.0,20.0
1136ao0s,1998.0,Homme,Sanction,9,65,50.0,76.92,20.0,15.0,11.0,1.0,7.5,37.5
1136ao0s,1998.0,Homme,Sanction,10,32,10.0,31.25,4.0,22.0,81.0,0.0,0.0,28.0
1136ao0s,1998.0,Homme,Sanction,11,36,30.0,83.33,12.0,6.0,94.0,0.0,0.0,24.0
1136ao0s,1998.0,Homme,Sanction,12,40,20.0,50.0,8.0,20.0,46.0,0.0,0.0,32.0
1136ao0s,1998.0,Homme,Sanction,13,36,25.0,69.44,10.0,11.0,12.0,1.0,5.5,20.5
1136ao0s,1998.0,Homme,Sanction,14,60,60.0,100.0,24.0,0.0,47.0,0.0,0.0,36.0
1136ao0s,1998.0,Homme,Sanction,15,93,80.0,86.02,32.0,13.0,13.0,1.0,6.5,54.5
lrforzbm,1996.0,Homme,Sanction,1,81,50.0,61.73,20.0,31.0,34.0,1.0,15.5,45.5
lrforzbm,1996.0,Homme,Sanction,2,41,0.0,0.0,0.0,41.0,82.0,0.0,0.0,41.0
lrforzbm,1996.0,Homme,Sanction,3,92,0.0,0.0,0.0,92.0,64.0,0.0,0.0,92.0
lrforzbm,1996.0,Homme,Sanction,4,63,63.0,100.0,25.2,0.0,28.0,1.0,0.0,37.8
lrforzbm,1996.0,Homme,Sanction,5,84,70.0,83.33,28.0,14.0,90.0,0.0,0.0,56.0
lrforzbm,1996.0,Homme,Sanction,6,37,0.0,0.0,0.0,37.0,77.0,0.0,0.0,37.0
lrforzbm,1996.0,Homme,Sanction,7,82,50.0,60.98,20.0,32.0,5.0,1.0,16.0,46.0
lrforzbm,1996.0,Homme,Sanction,8,27,0.0,0.0,0.0,27.0,13.0,1.0,13.5,13.5
lrforzbm,1996.0,Homme,Sanction,9,80,0.0,0.0,0.0,80.0,2.0,1.0,40.0,40.0
lrforzbm,1996.0,Homme,Sanction,10,30,10.0,33.33,4.0,20.0,74.0,0.0,0.0,26.0
lrforzbm,1996.0,Homme,Sanction,11,54,0.0,0.0,0.0,54.0,26.0,1.0,27.0,27.0
lrforzbm,1996.0,Homme,Sanction,12,26,1.0,3.85,0.4,25.0,66.0,0.0,0.0,25.6
lrforzbm,1996.0,Homme,Sanction,13,73,55.0,75.34,22.0,18.0,50.0,0.0,0.0,51.0
lrforzbm,1996.0,Homme,Sanction,14,80,80.0,100.0,32.0,0.0,97.0,0.0,0.0,48.0
lrforzbm,1996.0,Homme,Sanction,15,77,77.0,100.0,30.8,0.0,45.0,0.0,0.0,46.2
npan1sgz,1982.0,Homme,Sanction,1,50,30.0,60.0,12.0,20.0,46.0,0.0,0.0,38.0
npan1sgz,1982.0,Homme,Sanction,2,65,32.0,49.23,12.8,33.0,70.0,0.0,0.0,52.2
npan1sgz,1982.0,Homme,Sanction,3,97,45.0,46.39,18.0,52.0,24.0,1.0,26.0,53.0
npan1sgz,1982.0,Homme,Sanction,4,62,0.0,0.0,0.0,62.0,79.0,0.0,0.0,62.0
npan1sgz,1982.0,Homme,Sanction,5,37,0.0,0.0,0.0,37.0,18.0,1.0,18.5,18.5
npan1sgz,1982.0,Homme,Sanction,6,43,43.0,100.0,17.2,0.0,57.0,0.0,0.0,25.8
npan1sgz,1982.0,Homme,Sanction,7,27,27.0,100.0,10.8,0.0,76.0,0.0,0.0,16.2
npan1sgz,1982.0,Homme,Sanction,8,35,16.0,45.71,6.4,19.0,63.0,0.0,0.0,28.6
npan1sgz,1982.0,Homme,Sanction,9,81,0.0,0.0,0.0,81.0,54.0,0.0,0.0,81.0
npan1sgz,1982.0,Homme,Sanction,10,91,50.0,54.95,20.0,41.0,56.0,0.0,0.0,71.0
npan1sgz,1982.0,Homme,Sanction,11,71,45.0,63.38,18.0,26.0,27.0,1.0,13.0,40.0
npan1sgz,1982.0,Homme,Sanction,12,100,0.0,0.0,0.0,100.0,44.0,0.0,0.0,100.0
npan1sgz,1982.0,Homme,Sanction,13,92,0.0,0.0,0.0,92.0,61.0,0.0,0.0,92.0
npan1sgz,1982.0,Homme,Sanction,14,68,0.0,0.0,0.0,68.0,33.0,1.0,34.0,34.0
npan1sgz,1982.0,Homme,Sanction,15,65,65.0,100.0,26.0,0.0,84.0,0.0,0.0,39.0
r9kk6az1,1998.0,Femme,Sanction,1,22,22.0,100.0,8.8,0.0,70.0,0.0,0.0,13.2
r9kk6az1,1998.0,Femme,Sanction,2,67,67.0,100.0,26.8,0.0,15.0,1.0,0.0,40.2
r9kk6az1,1998.0,Femme,Sanction,3,22,22.0,100.0,8.8,0.0,11.0,1.0,0.0,13.2
r9kk6az1,1998.0,Femme,Sanction,4,81,81.0,100.0,32.4,0.0,34.0,1.0,0.0,48.6
r9kk6az1,1998.0,Femme,Sanction,5,92,22.0,23.91,8.8,70.0,51.0,0.0,0.0,83.2
r9kk6az1,1998.0,Femme,Sanction,6,50,10.0,20.0,4.0,40.0,36.0,1.0,20.0,26.0
r9kk6az1,1998.0,Femme,Sanction,7,29,29.0,100.0,11.6,0.0,52.0,0.0,0.0,17.4
r9kk6az1,1998.0,Femme,Sanction,8,36,36.0,100.0,14.4,0.0,78.0,0.0,0.0,21.6
r9kk6az1,1998.0,Femme,Sanction,9,90,90.0,100.0,36.0,0.0,62.0,0.0,0.0,54.0
r9kk6az1,1998.0,Femme,Sanction,10,83,83.0,100.0,33.2,0.0,2.0,1.0,0.0,49.8
r9kk6az1,1998.0,Femme,Sanction,11,40,40.0,100.0,16.0,0.0,22.0,1.0,0.0,24.0
r9kk6az1,1998.0,Femme,Sanction,12,60,60.0,100.0,24.0,0.0,57.0,0.0,0.0,36.0
r9kk6az1,1998.0,Femme,Sanction,13,94,10.0,10.64,4.0,84.0,27.0,1.0,42.0,48.0
r9kk6az1,1998.0,Femme,Sanction,14,52,0.0,0.0,0.0,52.0,80.0,0.0,0.0,52.0
r9kk6az1,1998.0,Femme,Sanction,15,100,0.0,0.0,0.0,100.0,10.0,1.0,50.0,50.0
dx31nuv6,1997.0,Homme,Sanction,1,58,50.0,86.21,20.0,8.0,89.0,0.0,0.0,38.0
dx31nuv6,1997.0,Homme,Sanction,2,82,60.0,73.17,24.0,22.0,3.0,1.0,11.0,47.0
dx31nuv6,1997.0,Homme,Sanction,3,56,56.0,100.0,22.4,0.0,83.0,0.0,0.0,33.6
dx31nuv6,1997.0,Homme,Sanction,4,99,50.0,50.51,20.0,49.0,45.0,0.0,0.0,79.0
dx31nuv6,1997.0,Homme,Sanction,5,64,60.0,93.75,24.0,4.0,42.0,0.0,0.0,40.0
dx31nuv6,1997.0,Homme,Sanction,6,35,35.0,100.0,14.0,0.0,97.0,0.0,0.0,21.0
dx31nuv6,1997.0,Homme,Sanction,7,71,60.0,84.51,24.0,11.0,99.0,0.0,0.0,47.0
dx31nuv6,1997.0,Homme,Sanction,8,35,10.0,28.57,4.0,25.0,43.0,0.0,0.0,31.0
dx31nuv6,1997.0,Homme,Sanction,9,57,20.0,35.09,8.0,37.0,100.0,0.0,0.0,49.0
dx31nuv6,1997.0,Homme,Sanction,10,70,30.0,42.86,12.0,40.0,41.0,0.0,0.0,58.0
dx31nuv6,1997.0,Homme,Sanction,11,77,25.0,32.47,10.0,52.0,7.0,1.0,26.0,41.0
dx31nuv6,1997.0,Homme,Sanction,12,30,0.0,0.0,0.0,30.0,41.0,0.0,0.0,30.0
dx31nuv6,1997.0,Homme,Sanction,13,32,0.0,0.0,0.0,32.0,48.0,0.0,0.0,32.0
dx31nuv6,1997.0,Homme,Sanction,14,45,0.0,0.0,0.0,45.0,1.0,1.0,22.5,22.5
dx31nuv6,1997.0,Homme,Sanction,15,38,38.0,100.0,15.2,0.0,80.0,0.0,0.0,22.8
wuhg7xpk,1995.0,Homme,Sanction,1,75,50.0,66.67,20.0,25.0,93.0,0.0,0.0,55.0
wuhg7xpk,1995.0,Homme,Sanction,2,22,22.0,100.0,8.8,0.0,24.0,1.0,0.0,13.2
wuhg7xpk,1995.0,Homme,Sanction,3,98,30.0,30.61,12.0,68.0,80.0,0.0,0.0,86.0
wuhg7xpk,1995.0,Homme,Sanction,4,64,64.0,100.0,25.6,0.0,27.0,1.0,0.0,38.4
wuhg7xpk,1995.0,Homme,Sanction,5,63,13.0,20.63,5.2,50.0,95.0,0.0,0.0,57.8
wuhg7xpk,1995.0,Homme,Sanction,6,45,45.0,100.0,18.0,0.0,55.0,0.0,0.0,27.0
wuhg7xpk,1995.0,Homme,Sanction,7,78,78.0,100.0,31.2,0.0,82.0,0.0,0.0,46.8
wuhg7xpk,1995.0,Homme,Sanction,8,59,59.0,100.0,23.6,0.0,37.0,1.0,0.0,35.4
wuhg7xpk,1995.0,Homme,Sanction,9,93,13.0,13.98,5.2,80.0,12.0,1.0,40.0,47.8
wuhg7xpk,1995.0,Homme,Sanction,10,56,56.0,100.0,22.4,0.0,44.0,0.0,0.0,33.6
wuhg7xpk,1995.0,Homme,Sanction,11,40,40.0,100.0,16.0,0.0,6.0,1.0,0.0,24.0
wuhg7xpk,1995.0,Homme,Sanction,12,45,5.0,11.11,2.0,40.0,26.0,1.0,20.0,23.0
wuhg7xpk,1995.0,Homme,Sanction,13,96,0.0,0.0,0.0,96.0,12.0,1.0,48.0,48.0
wuhg7xpk,1995.0,Homme,Sanction,14,43,0.0,0.0,0.0,43.0,86.0,0.0,0.0,43.0
wuhg7xpk,1995.0,Homme,Sanction,15,84,84.0,100.0,33.6,0.0,22.0,1.0,0.0,50.4
4b3agstu,1994.0,Homme,Sanction,1,66,66.0,100.0,26.4,0.0,82.0,0.0,0.0,39.6
4b3agstu,1994.0,Homme,Sanction,2,69,10.0,14.49,4.0,59.0,62.0,0.0,0.0,65.0
4b3agstu,1994.0,Homme,Sanction,3,89,89.0,100.0,35.6,0.0,17.0,1.0,0.0,53.4
4b3agstu,1994.0,Homme,Sanction,4,28,0.0,0.0,0.0,28.0,46.0,0.0,0.0,28.0
4b3agstu,1994.0,Homme,Sanction,5,49,25.0,51.02,10.0,24.0,82.0,0.0,0.0,39.0
4b3agstu,1994.0,Homme,Sanction,6,92,92.0,100.0,36.8,0.0,51.0,0.0,0.0,55.2
4b3agstu,1994.0,Homme,Sanction,7,77,77.0,100.0,30.8,0.0,9.0,1.0,0.0,46.2
4b3agstu,1994.0,Homme,Sanction,8,29,0.0,0.0,0.0,29.0,85.0,0.0,0.0,29.0
4b3agstu,1994.0,Homme,Sanction,9,81,81.0,100.0,32.4,0.0,59.0,0.0,0.0,48.6
4b3agstu,1994.0,Homme,Sanction,10,57,0.0,0.0,0.0,57.0,17.0,1.0,28.5,28.5
4b3agstu,1994.0,Homme,Sanction,11,68,0.0,0.0,0.0,68.0,88.0,0.0,0.0,68.0
4b3agstu,1994.0,Homme,Sanction,12,34,0.0,0.0,0.0,34.0,34.0,1.0,17.0,17.0
4b3agstu,1994.0,Homme,Sanction,13,51,0.0,0.0,0.0,51.0,36.0,1.0,25.5,25.5
4b3agstu,1994.0,Homme,Sanction,14,94,94.0,100.0,37.6,0.0,68.0,0.0,0.0,56.4
4b3agstu,1994.0,Homme,Sanction,15,65,65.0,100.0,26.0,0.0,39.0,1.0,0.0,39.0
02e4g3t5,1991.0,Homme,Sanction,1,90,90.0,100.0,36.0,0.0,1.0,1.0,0.0,54.0
02e4g3t5,1991.0,Homme,Sanction,2,66,66.0,100.0,26.4,0.0,36.0,1.0,0.0,39.6
02e4g3t5,1991.0,Homme,Sanction,3,95,95.0,100.0,38.0,0.0,55.0,0.0,0.0,57.0
02e4g3t5,1991.0,Homme,Sanction,4,35,0.0,0.0,0.0,35.0,83.0,0.0,0.0,35.0
02e4g3t5,1991.0,Homme,Sanction,5,55,0.0,0.0,0.0,55.0,58.0,0.0,0.0,55.0
02e4g3t5,1991.0,Homme,Sanction,6,33,0.0,0.0,0.0,33.0,71.0,0.0,0.0,33.0
02e4g3t5,1991.0,Homme,Sanction,7,44,0.0,0.0,0.0,44.0,37.0,1.0,22.0,22.0
02e4g3t5,1991.0,Homme,Sanction,8,82,0.0,0.0,0.0,82.0,2.0,1.0,41.0,41.0
02e4g3t5,1991.0,Homme,Sanction,9,79,0.0,0.0,0.0,79.0,59.0,0.0,0.0,79.0
02e4g3t5,1991.0,Homme,Sanction,10,80,0.0,0.0,0.0,80.0,76.0,0.0,0.0,80.0
02e4g3t5,1991.0,Homme,Sanction,11,67,0.0,0.0,0.0,67.0,56.0,0.0,0.0,67.0
02e4g3t5,1991.0,Homme,Sanction,12,49,49.0,100.0,19.6,0.0,63.0,0.0,0.0,29.4
02e4g3t5,1991.0,Homme,Sanction,13,47,0.0,0.0,0.0,47.0,67.0,0.0,0.0,47.0
02e4g3t5,1991.0,Homme,Sanction,14,98,0.0,0.0,0.0,98.0,8.0,1.0,49.0,49.0
02e4g3t5,1991.0,Homme,Sanction,15,67,0.0,0.0,0.0,67.0,80.0,0.0,0.0,67.0
em399fx2,2001.0,Homme,Sanction,1,63,50.0,79.37,20.0,13.0,35.0,1.0,6.5,36.5
em399fx2,2001.0,Homme,Sanction,2,43,0.0,0.0,0.0,43.0,92.0,0.0,0.0,43.0
em399fx2,2001.0,Homme,Sanction,3,99,90.0,90.91,36.0,9.0,51.0,0.0,0.0,63.0
em399fx2,2001.0,Homme,Sanction,4,80,80.0,100.0,32.0,0.0,22.0,1.0,0.0,48.0
em399fx2,2001.0,Homme,Sanction,5,78,0.0,0.0,0.0,78.0,54.0,0.0,0.0,78.0
em399fx2,2001.0,Homme,Sanction,6,84,50.0,59.52,20.0,34.0,2.0,1.0,17.0,47.0
em399fx2,2001.0,Homme,Sanction,7,95,0.0,0.0,0.0,95.0,76.0,0.0,0.0,95.0
em399fx2,2001.0,Homme,Sanction,8,55,0.0,0.0,0.0,55.0,11.0,1.0,27.5,27.5
em399fx2,2001.0,Homme,Sanction,9,48,0.0,0.0,0.0,48.0,69.0,0.0,0.0,48.0
em399fx2,2001.0,Homme,Sanction,10,65,20.0,30.77,8.0,45.0,63.0,0.0,0.0,57.0
em399fx2,2001.0,Homme,Sanction,11,35,35.0,100.0,14.0,0.0,1.0,1.0,0.0,21.0
em399fx2,2001.0,Homme,Sanction,12,39,0.0,0.0,0.0,39.0,57.0,0.0,0.0,39.0
em399fx2,2001.0,Homme,Sanction,13,56,10.0,17.86,4.0,46.0,80.0,0.0,0.0,52.0
em399fx2,2001.0,Homme,Sanction,14,97,97.0,100.0,38.8,0.0,42.0,0.0,0.0,58.2
em399fx2,2001.0,Homme,Sanction,15,39,39.0,100.0,15.6,0.0,19.0,1.0,0.0,23.4
1e1npiqy,2000.0,Homme,Sanction,1,28,28.0,100.0,11.2,0.0,81.0,0.0,0.0,16.8
1e1npiqy,2000.0,Homme,Sanction,2,51,0.0,0.0,0.0,51.0,66.0,0.0,0.0,51.0
1e1npiqy,2000.0,Homme,Sanction,3,31,30.0,96.77,12.0,1.0,33.0,1.0,0.5,18.5
1e1npiqy,2000.0,Homme,Sanction,4,89,0.0,0.0,0.0,89.0,48.0,0.0,0.0,89.0
1e1npiqy,2000.0,Homme,Sanction,5,39,39.0,100.0,15.6,0.0,51.0,0.0,0.0,23.4
1e1npiqy,2000.0,Homme,Sanction,6,32,32.0,100.0,12.8,0.0,67.0,0.0,0.0,19.2
1e1npiqy,2000.0,Homme,Sanction,7,65,65.0,100.0,26.0,0.0,56.0,0.0,0.0,39.0
1e1npiqy,2000.0,Homme,Sanction,8,69,0.0,0.0,0.0,69.0,8.0,1.0,34.5,34.5
1e1npiqy,2000.0,Homme,Sanction,9,29,20.0,68.97,8.0,9.0,62.0,0.0,0.0,21.0
1e1npiqy,2000.0,Homme,Sanction,10,40,40.0,100.0,16.0,0.0,43.0,0.0,0.0,24.0
1e1npiqy,2000.0,Homme,Sanction,11,73,0.0,0.0,0.0,73.0,63.0,0.0,0.0,73.0
1e1npiqy,2000.0,Homme,Sanction,12,92,0.0,0.0,0.0,92.0,98.0,0.0,0.0,92.0
1e1npiqy,2000.0,Homme,Sanction,13,47,40.0,85.11,16.0,7.0,41.0,0.0,0.0,31.0
1e1npiqy,2000.0,Homme,Sanction,14,45,45.0,100.0,18.0,0.0,78.0,0.0,0.0,27.0
1e1npiqy,2000.0,Homme,Sanction,15,70,70.0,100.0,28.0,0.0,98.0,0.0,0.0,42.0
sv3j88vc,1997.0,Homme,Sanction,1,53,29.0,54.72,11.6,24.0,73.0,0.0,0.0,41.4
sv3j88vc,1997.0,Homme,Sanction,2,44,10.0,22.73,4.0,34.0,75.0,0.0,0.0,40.0
sv3j88vc,1997.0,Homme,Sanction,3,99,1.0,1.01,0.4,98.0,44.0,0.0,0.0,98.6
sv3j88vc,1997.0,Homme,Sanction,4,79,41.0,51.9,16.4,38.0,46.0,0.0,0.0,62.6
sv3j88vc,1997.0,Homme,Sanction,5,59,21.0,35.59,8.4,38.0,61.0,0.0,0.0,50.6
sv3j88vc,1997.0,Homme,Sanction,6,51,26.0,50.98,10.4,25.0,49.0,0.0,0.0,40.6
sv3j88vc,1997.0,Homme,Sanction,7,71,36.0,50.7,14.4,35.0,50.0,0.0,0.0,56.6
sv3j88vc,1997.0,Homme,Sanction,8,65,30.0,46.15,12.0,35.0,20.0,1.0,17.5,35.5
sv3j88vc,1997.0,Homme,Sanction,9,98,1.0,1.02,0.4,97.0,7.0,1.0,48.5,49.1
sv3j88vc,1997.0,Homme,Sanction,10,35,35.0,100.0,14.0,0.0,96.0,0.0,0.0,21.0
sv3j88vc,1997.0,Homme,Sanction,11,63,12.0,19.05,4.8,51.0,62.0,0.0,0.0,58.2
sv3j88vc,1997.0,Homme,Sanction,12,82,1.0,1.22,0.4,81.0,13.0,1.0,40.5,41.1
sv3j88vc,1997.0,Homme,Sanction,13,43,0.0,0.0,0.0,43.0,90.0,0.0,0.0,43.0
sv3j88vc,1997.0,Homme,Sanction,14,78,0.0,0.0,0.0,78.0,91.0,0.0,0.0,78.0
sv3j88vc,1997.0,Homme,Sanction,15,34,0.0,0.0,0.0,34.0,37.0,1.0,17.0,17.0
cx8wau9h,1998.0,Femme,Sanction,1,95,90.0,94.74,36.0,5.0,33.0,1.0,2.5,56.5
cx8wau9h,1998.0,Femme,Sanction,2,61,55.0,90.16,22.0,6.0,17.0,1.0,3.0,36.0
cx8wau9h,1998.0,Femme,Sanction,3,75,70.0,93.33,28.0,5.0,44.0,0.0,0.0,47.0
cx8wau9h,1998.0,Femme,Sanction,4,67,60.0,89.55,24.0,7.0,24.0,1.0,3.5,39.5
cx8wau9h,1998.0,Femme,Sanction,5,41,30.0,73.17,12.0,11.0,56.0,0.0,0.0,29.0
cx8wau9h,1998.0,Femme,Sanction,6,56,45.0,80.36,18.0,11.0,24.0,1.0,5.5,32.5
cx8wau9h,1998.0,Femme,Sanction,7,21,5.0,23.81,2.0,16.0,6.0,1.0,8.0,11.0
cx8wau9h,1998.0,Femme,Sanction,8,76,60.0,78.95,24.0,16.0,52.0,0.0,0.0,52.0
cx8wau9h,1998.0,Femme,Sanction,9,21,5.0,23.81,2.0,16.0,43.0,0.0,0.0,19.0
cx8wau9h,1998.0,Femme,Sanction,10,25,20.0,80.0,8.0,5.0,16.0,1.0,2.5,14.5
cx8wau9h,1998.0,Femme,Sanction,11,58,50.0,86.21,20.0,8.0,65.0,0.0,0.0,38.0
cx8wau9h,1998.0,Femme,Sanction,12,92,85.0,92.39,34.0,7.0,52.0,0.0,0.0,58.0
cx8wau9h,1998.0,Femme,Sanction,13,35,35.0,100.0,14.0,0.0,31.0,1.0,0.0,21.0
cx8wau9h,1998.0,Femme,Sanction,14,94,90.0,95.74,36.0,4.0,92.0,0.0,0.0,58.0
cx8wau9h,1998.0,Femme,Sanction,15,75,70.0,93.33,28.0,5.0,43.0,0.0,0.0,47.0
z01mv6em,1993.0,Homme,Sanction,1,46,1.0,2.17,0.4,45.0,78.0,0.0,0.0,45.6
z01mv6em,1993.0,Homme,Sanction,2,84,1.0,1.19,0.4,83.0,89.0,0.0,0.0,83.6
z01mv6em,1993.0,Homme,Sanction,3,93,1.0,1.08,0.4,92.0,23.0,1.0,46.0,46.6
